declaration_id,eo_number,event_description,archive_record_url,review_reason
OR-EO-26-10,26-10,Proclamation of State of Emergency Due to Imminent Threat of Wildfire,https://www.oregon.gov/gov/eo/eo-26-10.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-26-09,26-09,"Determination of a State of Drought Emergency in Douglas, Gilliam, Harney, Lake and Malheur Counties",https://www.oregon.gov/gov/eo/eo-26-09.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-26-08,26-08,"Determination of a State of Drought Emergency in Coos, Klamath and Wheeler Counties",https://www.oregon.gov/gov/eo/eo-26-08.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-26-07,26-07,"Determination of a State of Drought Emergency in Crook, Grant, Jackson, Jefferson, Morrow and Wallowa Counties",https://www.oregon.gov/gov/eo/eo-26-07.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-26-05,26-05,"Determination of a State of Drought Emergency in Baker, Deschutes and Umatilla Counties",https://www.oregon.gov/gov/eo/eo-26-05.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-32,25-32,"Determination of State of Emergency in multiple counties due to a Severe Storm that included high winds, heavy rain, flooding, and landslides",https://www.oregon.gov/gov/eo/eo-25-32.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-24,25-24,Invocation of Emergency Conflagration Act for the Moon Complex Fire in Curry County,https://www.oregon.gov/gov/eo/eo-25-24.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-23,25-23,Determination of a State of Drought Emergency on Jefferson County,https://www.oregon.gov/gov/eo/eo-25-23.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-20,25-20,Invocation of Emergency Conflagration Act for the Flat Fire in Jefferson and Deschutes Counties,https://www.oregon.gov/gov/eo/eo-25-20.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-19,25-19,Determination of a State of Drought Emergency in Coos and Wheeler Counties,https://www.oregon.gov/gov/eo/eo-25-19.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-18,25-18,"Determination of a State of Drought Emergency in Morrow, Douglas, and Union Counties.",https://www.oregon.gov/gov/eo/eo-25-18.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-16,25-16,Declaration of State of Emergency Due to Imminent Threat of Wildfire,https://www.oregon.gov/gov/eo/eo-25-16.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-15,25-15,Invocation of Emergency Conflagration Act for the Cram Fire in Jefferson and Wasco Counties,https://www.oregon.gov/gov/eo/eo-25-15.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-14,25-14,Invocation of Emergency Conflagration Act for the Highland Fire in Crook County,https://www.oregon.gov/gov/eo/eo-25-14.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-13,25-13,Determination of a State of Drought Emergency in Lincoln County,https://www.oregon.gov/gov/eo/eo-25-13.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-12,25-12,Determination of a State of Drought Emergency in Baker County,https://www.oregon.gov/gov/eo/eo-25-12.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-11,25-11,Invocation of Emergency Conflagration Act for the Elk Fire in Klamath County,https://www.oregon.gov/gov/eo/eo-25-11.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-10,25-10,Invocation of Emergency Conflagration Act for the Cold Springs Fire in Umatilla County,https://www.oregon.gov/gov/eo/eo-25-10.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-08,25-08,Declaration of State of Emergency in Wasco County Due to the Rowena Wildfire,https://www.oregon.gov/gov/eo/eo-25-08.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-07,25-07,Invocation of Emergency Conflagration Act for the Alder Springs Fire in Jefferson County,https://www.oregon.gov/gov/eo/eo-25-07.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-06,25-06,Invocation of Emergency Conflagration Act for the Rowena Fire in Wasco County,https://www.oregon.gov/gov/eo/eo-25-06.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-05,25-05,Declaration of State of Emergency in Harney County due to Flooding,https://www.oregon.gov/gov/eo/eo-25-05.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-04,25-04,"Determination of State of Emergency in Clackamas, Coos, Curry, Douglas, Harney, Jackson, Josephine, Lane, Multnomah, and Malheur Counties due to Flooding and Landslide Incidents",https://www.oregon.gov/gov/eo/eo-25-04.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-25-03,25-03,"Determination of State of Emergency in Tillamook, Clackamas, Polk, Lincoln, Lane, Coos, Curry, Douglas, Jackson, Wasco, Lake, Umatilla, Wheeler, Grant, and Wallowa due to Heavy Rain and Flooding",https://www.oregon.gov/gov/eo/eo-25-03.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-30,24-30,Determination of a State of Drought Emergency in Harney County,https://www.oregon.gov/gov/eo/eo-24-30.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-29,24-29,Determination of a State of Drought Emergency in Wallowa County,https://www.oregon.gov/gov/eo/eo-24-29.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-27,24-27,Invocation of Emergency Conflagration Act for the Service Fire in Wheeler,https://www.oregon.gov/gov/eo/eo-24-27.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-26,24-26,Determination of a State of Drought Emergency in Lake County,https://www.oregon.gov/gov/eo/eo-24-26.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-25,24-25,Invocation of Emergency Conflagration Act for the Shoe Fly Fire in Wheeler County,https://www.oregon.gov/gov/eo/eo-24-25.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-24,24-24,Invocation of Emergency Conflagration Act for the Rail Ridge Fire in Crook and Grant Counties,https://www.oregon.gov/gov/eo/eo-24-24.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-23,24-23,Invocation of Emergency Conflagration Act for the Copperfield Fire in Klamath County,https://www.oregon.gov/gov/eo/eo-24-23.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-22,24-22,Invocation of Emergency Conflagration Act for the Dixon Fire in Douglas County,https://www.oregon.gov/gov/eo/eo-24-22.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-21,24-21,Invocation of Emergency Conflagration Act for the Town Gulch Fire in Baker County,https://www.oregon.gov/gov/eo/eo-24-21.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-20,24-20,Invocation of Emergency Conflagration Act for the Elk Lane Fire in Jefferson County,https://www.oregon.gov/gov/eo/eo-24-20.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-19,24-19,Invocation of Emergency Conflagration Act for the Telephone Fire in Harney County,https://www.oregon.gov/gov/eo/eo-24-19.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-18,24-18,Invocation of Emergency Conflagration Act for the Durkee Fire in Baker County,https://www.oregon.gov/gov/eo/eo-24-18.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-17,24-17,Invocation of Emergency Conflagration Act for the Battle Mountain Complex Fire in Grant and Umatilla Counties,https://www.oregon.gov/gov/eo/eo-24-17.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-16,24-16,Invocation of Emergency Conflagration Act for the Series of Fires in Umatilla County,https://www.oregon.gov/gov/eo/eo-24-16.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-15,24-15,"Invocation of Emergency Conflagration Act for the Lone Rock Fire in Gilliam, Morrow, Wheeler Counties",https://www.oregon.gov/gov/eo/eo-24-15.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-14,24-14,Invocation of Emergency Conflagration Act for the Falls Fire in Harney County,https://www.oregon.gov/gov/eo/eo-24-14.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-13,24-13,Proclamation of State of Emergency due to Imminent Threat of Wildfire,https://www.oregon.gov/gov/eo/eo-24-13.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-12,24-12,Invocation of Emergency Conflagration Act for the Cow Valley Fire in Malheur County,https://www.oregon.gov/gov/eo/eo-24-12.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-11,24-11,Invocation of Emergency Conflagration Act for the Larch Creek Fire in Wasco County,https://www.oregon.gov/gov/eo/eo-24-11.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-09,24-09,Invocation of Emergency Conflagration Act for the Darlene 3 Fire in Deschutes County,https://www.oregon.gov/gov/eo/eo-24-09.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-08,24-08,Determination of a State of Drought Emergency in Jefferson County,https://www.oregon.gov/gov/eo/eo-24-08.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-05,24-05,"Declaration of State of Emergency in Oregon due to a Severe Winter Storm that included high winds, flooding, avalanches, and landslides",https://www.oregon.gov/gov/eo/eo-24-05.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-04,24-04,"Declaration of State of Emergency in Lane County due to a Severe Winter Storm that included high winds, ice, freezing rain, and extreme cold",https://www.oregon.gov/gov/eo/eo-24-04.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-24-01,24-01,"Determination of State of Emergency in Coos, Curry, Douglas, Jackson, and Tillamook due to a severe storm that includes heavy rain, flooding, and landslides",https://www.oregon.gov/gov/eo/eo-24-01.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-25,23-25,Determination of a State of Drought Emergency in Morrow County,https://www.oregon.gov/gov/eo/eo-23-25.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-24,23-24,Determination of State of Emergency in Harney and Malheur due to a Severe Storm that Includes Flooding and Landslides,https://www.oregon.gov/gov/eo/eo-23-24.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-23,23-23,Invocation of Emergency Conflagration Act for the Bensel Fire in Umatilla County,https://www.oregon.gov/gov/eo/eo-23-23.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-22,23-22,Determination of a State of Drought Emergency in Lincoln County,https://www.oregon.gov/gov/eo/eo-23-22.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-21,23-21,Invocation of Emergency Conflagration Act for Portions of the Smith River Complex in Josephine County,https://www.oregon.gov/gov/eo/eo-23-21.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-20,23-20,Determination of a State of Drought Emergency in Gilliam and Douglas Counties,https://www.oregon.gov/gov/eo/eo-23-20.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-19,23-19,Invocation of Emergency Conflagration Act for Portions of the Tyee Ridge Complex in Douglas County,https://www.oregon.gov/gov/eo/eo-23-19.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-18,23-18,Invocation of Emergency Conflagration Act for the Lookout Fire in Lane County,https://www.oregon.gov/gov/eo/eo-23-18.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-17,23-17,Proclamation of State of Emergency due to Imminent Threat of Wildfire,https://www.oregon.gov/gov/eo/eo-23-17.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-16,23-16,Invocation of Emergency Conflagration Act for the Golden Fire in Klamath County,https://www.oregon.gov/gov/eo/eo-23-16.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-15,23-15,Determination of a State of Drought Emergency in Jackson County,https://www.oregon.gov/gov/eo/eo-23-15.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-14,23-14,Invocation of Emergency Conflagration Act for the Hat Rock and Mt. Hebron Fires in Umatilla County,https://www.oregon.gov/gov/eo/eo-23-14.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-11,23-11,Determination of a State of Drought Emergency in Harney County,https://www.oregon.gov/gov/eo/eo-23-11.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-10,23-10,Determination of a State of Drought Emergency in Wasco County,https://www.oregon.gov/gov/eo/eo-23-10.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-08,23-08,Determination of a State of Drought Emergency in Grant and Deschutes Counties,https://www.oregon.gov/gov/eo/eo-23-08.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-06,23-06,Determination of a State of Winter Emergency in Multnomah County,https://www.oregon.gov/gov/eo/eo-23-06.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-05,23-05,Determination of a State of Drought Emergency in Crook and Jefferson Counties,https://www.oregon.gov/gov/eo/eo-23-05.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-23-01,23-01,"Determination of State of Emergency in Clackamas, Coos, Curry, Douglas, Hood River, Jackson, Josephine, Lane, Lincoln, Multnomah, Washington, and Umatilla counties due to a severe winter storm",https://www.oregon.gov/gov/eo/eo_23-01.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-20,22-20,Invocation of Emergency Conflagration Act for the Cedar Creek Fire in Lane County,https://www.oregon.gov/gov/eo/eo_22-20.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-19,22-19,Invocation of Emergency Conflagration Act for the Sturgill Fire in Wallowa County,https://www.oregon.gov/gov/eo/eo_22-19.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-18,22-18,Invocation of Emergency Conflagration Act for the Double Creek Fire in Wallowa County,https://www.oregon.gov/gov/eo/eo_22-18.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-17,22-17,Proclamation of State of Emergency Due to Imminent Threat of Wildfire,https://www.oregon.gov/gov/eo/eo_22-17.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-16,22-16,Invocation of Emergency Conflagration Act for the Rum Creek Fire in Josephine County,https://www.oregon.gov/gov/eo/eo_22-16.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-14,22-14,Invocation of Emergency Conflagration Act for the Miller Road / Dodge Fire in Wasco County,https://www.oregon.gov/gov/eo/eo_22-14.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-12,22-12,"Determination of State of Emergency in Crook, Jefferson, Umatilla, Union, Wallowa, and Wheeler Counties Due to a Severe Storm that Includes High Winds, Heavy Rain, Flooding, and Landslides",https://www.oregon.gov/gov/eo/eo_22-12.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-10,22-10,Determination of State of Emergency in Multiple Counties Due to the Need for Statewide Coordination to Address Persistent Extreme Drought Conditions,https://www.oregon.gov/gov/eo/eo_22-10.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-09,22-09,Determination of a State of Drought Emergency in Union and Wasco Counties,https://www.oregon.gov/gov/eo/eo_22-09.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-08,22-08,"Determination of a State of Drought Emergency in Baker, Douglas, Wallowa, and Wheeler Counties",https://www.oregon.gov/gov/eo/eo_22-08.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-07,22-07,"Determination of a State of Drought Emergency in Deschutes, Grant, Lake, and Malheur Counties",https://www.oregon.gov/gov/eo/eo_22-07.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-06,22-06,"Determination of a State of Drought Emergency in Gilliam, Harney, and Jackson Counties",https://www.oregon.gov/gov/eo/eo_22-06.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-04,22-04,"Determination of a State of Drought Emergency in Crook, Jefferson and Morrow Counties",https://www.oregon.gov/gov/eo/eo_22-04.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-02,22-02,Determination of a State of Drought Emergency in Klamath County,https://www.oregon.gov/gov/eo/eo_22-02.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-22-01,22-01,"Determination of State of Emergency in Clackamas, Clatsop, Columbia, Curry, Douglas, Lane, Lincoln, Multnomah, Polk, and Yamhill Counties Due to a Severe Winter Storm that Includes High Winds, Heavy Rain, Flooding, and Landslides",https://www.oregon.gov/gov/eo/eo_22-01.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-37,21-37,Determination of State of Emergency in Oregon Due to Severe Winter Weather that Includes Snow Accumulation and Sustained Temperatures Below Freezing Across the State,https://www.oregon.gov/gov/eo/eo_21-37.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-35,21-35,Determination of a State of Drought Emergency in Curry County Due to Lack of Precipitation and Above Average Temperatures and Low Streamflows,https://www.oregon.gov/gov/eo/eo_21-35.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-34,21-34,Invocation of Emergency Conflagration Act for the Patton Meadow Fire in Lake County,https://www.oregon.gov/gov/eo/eo_21-34.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-33,21-33,"Determination of a State of Drought Emergency in Josephine, Linn, and Yamhill Counties Due to Lack of Precipitation, Low Snowpack, Low Reservoir Levels, and Low Streamflow.",https://www.oregon.gov/gov/eo/eo_21-33.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-32,21-32,Invocation of Emergency Conflagration Act for the Cougar Peak Fire in Lake County,https://www.oregon.gov/gov/eo/eo_21-32.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-28,21-28,Invocation of Emergency Conflagration Act for the Middle Fork Complex in Lane County,https://www.oregon.gov/gov/eo/eo-21-28.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-25,21-25,"Determination of a State of Drought Emergency in Coos, Lane, and Lincoln Counties due to Lack of Precipitation, High Temperatures, and Low Streamflow",https://www.oregon.gov/gov/eo/eo-21-25.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-24,21-24,Invocation of Emergency Conflagration Act for the Elbow Creek Fire in Wallowa County,https://www.oregon.gov/gov/eo/eo-21-24.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-23,21-23,Invocation of Emergency Conflagration Act for the Grandview Fire in Jefferson County,https://www.oregon.gov/gov/eo/eo-21-23.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-22,21-22,Invocation of the Emergency Conflagration Act for the Bootleg Fire in Klamath County.,https://www.oregon.gov/gov/eo/eo-21-22.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-21,21-21,Invocation of Emergency Conflagration Act for the Jack Fire in Douglas County,https://www.oregon.gov/gov/eo/eo-21-21.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-19,21-19,Invocation of Emergency Conflagration Act for the Sunset Valley Fire in Wasco County,https://www.oregon.gov/gov/eo/eo-21-19.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-18,21-18,Invocation of Emergency Conflagration Act for the Wrentham Market Fire in Wasco County,https://www.oregon.gov/gov/eo/eo-21-18.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-17,21-17,PROCLAMATION OF STATE OF EMERGENCY DUE TO IMMINENT THREAT OF WILDFIRE,https://www.oregon.gov/gov/eo/eo-21-17.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-16,21-16,"Determination of a State of Drought Emergency in Grant, Umatilla, Union, and Wasco Counties Due to Lack of Precipitation, Unusually Low Snowpack and Streamflow",https://www.oregon.gov/gov/eo/eo-21-16.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-13,21-13,"Determination of a State of Drought Emergency in Crook, Harney, Malheur, Sherman, and Wallowa Counties Due to Lack of Precipitation and Unusually Low Snowpack and Streamflow.",https://www.oregon.gov/gov/eo/eo-21-13.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
OR-EO-21-12,21-12,Determination of a State of Drought Emergency in Deschutes and Jefferson Counties Due to Lack of Precipitation and Unusually Low Snowpack and Streamflow.,https://www.oregon.gov/gov/eo/eo-21-12.pdf,Official PDF is image-only or its signature date was not machine-readable; date_signed intentionally left blank pending OCR/manual review.
