declaration_id,eo_number,governor,event_description,date_signed,archive_record_url,EVENT_ID,EPISODE_ID,BEGIN_DATE_TIME,END_DATE_TIME,CZ_TYPE,area_type,CZ_FIPS,CZ_NAME,EVENT_TYPE,MAGNITUDE,MAGNITUDE_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
RI-EO-22-10,22-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 22-10 Declaration of Disaster Emergency January 28, 2022 WHEREAS, a winter storm consisting of high winds, heavy snow and blizzard conditions is forecast to impact the entire State of Rhode Island on Saturday, January 29, 2022;",2022-01-28,https://governor.ri.gov/executive-orders/executive-order-22-10,1002830,165832,2022-01-28 09:00:00,2022-01-29 23:00:00,Z,NWS forecast zone,4,EASTERN KENT,Heavy Snow,,,0,0,0.00K,0.00K,Amateur Radio,"Explosive cyclogenesis of a low pressure center off the Mid Atlantic coast brought a strong winter storm with blizzard conditions to all of southern New England Saturday and Saturday night. The storm tracked from east of the Carolinas to the 70w/40n benchmark bringing extreme snowfall rates of 2 to 4 inches per hour and winds gusting to hurricane force along the coast and 50 to 60 mph inland. The heaviest snow, just under 30 inches, fell over southeast MA, and in RI up to 2 feet fell. Snow tapered off overnight Saturday with quiet weather to follow on Sunday.",Snowfall generally ranged from 13 to 22 inches. The highest amount was 22.5 inches in East Greenwhich.
RI-EO-22-10,22-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 22-10 Declaration of Disaster Emergency January 28, 2022 WHEREAS, a winter storm consisting of high winds, heavy snow and blizzard conditions is forecast to impact the entire State of Rhode Island on Saturday, January 29, 2022;",2022-01-28,https://governor.ri.gov/executive-orders/executive-order-22-10,1002834,165832,2022-01-28 09:00:00,2022-01-29 23:00:00,Z,NWS forecast zone,7,NEWPORT,Blizzard,,,0,0,0.00K,0.00K,ASOS,"Explosive cyclogenesis of a low pressure center off the Mid Atlantic coast brought a strong winter storm with blizzard conditions to all of southern New England Saturday and Saturday night. The storm tracked from east of the Carolinas to the 70w/40n benchmark bringing extreme snowfall rates of 2 to 4 inches per hour and winds gusting to hurricane force along the coast and 50 to 60 mph inland. The heaviest snow, just under 30 inches, fell over southeast MA, and in RI up to 2 feet fell. Snow tapered off overnight Saturday with quiet weather to follow on Sunday.",The Newport Airport ASOS (KUUU) reported blizzard criteria from 725 AM EST to 453 PM EST. The max gust from KUUU was 70 mph at 101 PM EST. Winds generally gusted 50 to 65 mph. Other max gusts were 64 mph in Tiverton at 953 AM EST and 59 mph on Rose Island at 104 PM EST. Snowfall ranged from 10 to 26 inches. The highest report was 26.5 inches in Middletown.
RI-EO-22-10,22-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 22-10 Declaration of Disaster Emergency January 28, 2022 WHEREAS, a winter storm consisting of high winds, heavy snow and blizzard conditions is forecast to impact the entire State of Rhode Island on Saturday, January 29, 2022;",2022-01-28,https://governor.ri.gov/executive-orders/executive-order-22-10,1002789,165832,2022-01-28 09:00:00,2022-01-29 23:00:00,Z,NWS forecast zone,1,NORTHWEST PROVIDENCE,Winter Storm,,,0,0,0.00K,0.00K,ASOS,"Explosive cyclogenesis of a low pressure center off the Mid Atlantic coast brought a strong winter storm with blizzard conditions to all of southern New England Saturday and Saturday night. The storm tracked from east of the Carolinas to the 70w/40n benchmark bringing extreme snowfall rates of 2 to 4 inches per hour and winds gusting to hurricane force along the coast and 50 to 60 mph inland. The heaviest snow, just under 30 inches, fell over southeast MA, and in RI up to 2 feet fell. Snow tapered off overnight Saturday with quiet weather to follow on Sunday.",Snowfall generally ranged from 13 to 19 inches. The highest amount reported was 19.1 inches in Harrisville. Winds gusted 30 to 40 mph. The Smithfield Airport ASOS (KSFZ) reported blizzard criteria from 806 AM EST to 827 AM EST and from 853 AM EST to 956 AM EST but then all wind data were lost and thus a blizzard was unable to be determined.
RI-EO-22-10,22-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 22-10 Declaration of Disaster Emergency January 28, 2022 WHEREAS, a winter storm consisting of high winds, heavy snow and blizzard conditions is forecast to impact the entire State of Rhode Island on Saturday, January 29, 2022;",2022-01-28,https://governor.ri.gov/executive-orders/executive-order-22-10,1002795,165832,2022-01-28 09:00:00,2022-01-29 23:00:00,Z,NWS forecast zone,2,SOUTHEAST PROVIDENCE,Heavy Snow,,,0,0,0.00K,0.00K,Amateur Radio,"Explosive cyclogenesis of a low pressure center off the Mid Atlantic coast brought a strong winter storm with blizzard conditions to all of southern New England Saturday and Saturday night. The storm tracked from east of the Carolinas to the 70w/40n benchmark bringing extreme snowfall rates of 2 to 4 inches per hour and winds gusting to hurricane force along the coast and 50 to 60 mph inland. The heaviest snow, just under 30 inches, fell over southeast MA, and in RI up to 2 feet fell. Snow tapered off overnight Saturday with quiet weather to follow on Sunday.",Wind gusted 30 to 40 mph. Snowfall ranged from 16 to 24 inches. The highest report was 24.3 inches in Riverside.
RI-EO-22-10,22-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 22-10 Declaration of Disaster Emergency January 28, 2022 WHEREAS, a winter storm consisting of high winds, heavy snow and blizzard conditions is forecast to impact the entire State of Rhode Island on Saturday, January 29, 2022;",2022-01-28,https://governor.ri.gov/executive-orders/executive-order-22-10,1002833,165832,2022-01-28 09:00:00,2022-01-29 23:00:00,Z,NWS forecast zone,6,WASHINGTON,Blizzard,,,0,0,0.00K,0.00K,ASOS,"Explosive cyclogenesis of a low pressure center off the Mid Atlantic coast brought a strong winter storm with blizzard conditions to all of southern New England Saturday and Saturday night. The storm tracked from east of the Carolinas to the 70w/40n benchmark bringing extreme snowfall rates of 2 to 4 inches per hour and winds gusting to hurricane force along the coast and 50 to 60 mph inland. The heaviest snow, just under 30 inches, fell over southeast MA, and in RI up to 2 feet fell. Snow tapered off overnight Saturday with quiet weather to follow on Sunday.","The Westerly Airport ASOS (KWST) met blizzard criteria from 911 AM EST to 1146 AM EST, from 1153 AM EST to 301 PM EST, and from 420 PM EST to 453 PM EST. The maximum gust from KWST was 44 mph at 1253 PM EST. Winds generally gusted 40 to 60 mph. The strongest gusts were 64 mph in New Shoreham at 929 PM EST and 64 mph at Ninigret Pond in Charlestown at 1038 PM EST. Snowfall ranged from 11 to 21 inches. The highest amount was 21 inches in Charlestown."
RI-EO-22-10,22-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 22-10 Declaration of Disaster Emergency January 28, 2022 WHEREAS, a winter storm consisting of high winds, heavy snow and blizzard conditions is forecast to impact the entire State of Rhode Island on Saturday, January 29, 2022;",2022-01-28,https://governor.ri.gov/executive-orders/executive-order-22-10,1002791,165832,2022-01-28 09:00:00,2022-01-29 23:00:00,Z,NWS forecast zone,3,WESTERN KENT,Blizzard,,,0,0,0.00K,0.00K,ASOS,"Explosive cyclogenesis of a low pressure center off the Mid Atlantic coast brought a strong winter storm with blizzard conditions to all of southern New England Saturday and Saturday night. The storm tracked from east of the Carolinas to the 70w/40n benchmark bringing extreme snowfall rates of 2 to 4 inches per hour and winds gusting to hurricane force along the coast and 50 to 60 mph inland. The heaviest snow, just under 30 inches, fell over southeast MA, and in RI up to 2 feet fell. Snow tapered off overnight Saturday with quiet weather to follow on Sunday.",The Providence Airport ASOS (KPVD) reported blizzard conditions from 921 AM EST to 158 PM EST and from 210 PM EST to 251 PM EST. Wind gusted 30 to 40 mph. Snowfall ranged from 12 to 19 inches. The highest snowfall report was 19.5 inches in Warwick.
RI-EO-23-10,23-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 23-10 Declaration of Disaster Emergency December 20, 2023 WHEREAS, beginning on December 17, 2023, the State of Rhode Island has experienced high winds and severe rainfall, causing uprooted vegetation, power outages, road closures, bridge travel restrictions, heavy storm surge with inundation damage, historically high river crests, extensive flooding, possible hazardous materials release, and evacuations from homes and businesses in many areas throughout the State;",2023-12-20,https://governor.ri.gov/executive-orders/executive-order-23-10,1146334,186784,2023-12-18 10:00:00,2023-12-18 13:00:00,Z,NWS forecast zone,4,EASTERN KENT,High Wind,55.0,MG,0,0,0.00K,0.00K,ASOS,"A strong storm system moved up the Atlantic coast Sunday night into Monday, merging with a short wave trough exiting the northern Great Plains and taking the surface low west of southern New England. This brought strong southerly winds and coastal flooding to southern New England. This was a very impactful storm flooding roads, closing schools, knocking out power to 300,000 across MA, cancelling flights, and killing one man in southern New England.",Winds generally gusted 50 to 60 mph. The strongest gust was 63 mph at the T.F. Green Airport ASOS (KPVD).
RI-EO-23-10,23-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 23-10 Declaration of Disaster Emergency December 20, 2023 WHEREAS, beginning on December 17, 2023, the State of Rhode Island has experienced high winds and severe rainfall, causing uprooted vegetation, power outages, road closures, bridge travel restrictions, heavy storm surge with inundation damage, historically high river crests, extensive flooding, possible hazardous materials release, and evacuations from homes and businesses in many areas throughout the State;",2023-12-20,https://governor.ri.gov/executive-orders/executive-order-23-10,1146322,186784,2023-12-18 11:00:00,2023-12-18 11:20:00,Z,NWS forecast zone,7,NEWPORT,Coastal Flood,,,0,0,0.00K,0.00K,Law Enforcement,"A strong storm system moved up the Atlantic coast Sunday night into Monday, merging with a short wave trough exiting the northern Great Plains and taking the surface low west of southern New England. This brought strong southerly winds and coastal flooding to southern New England. This was a very impactful storm flooding roads, closing schools, knocking out power to 300,000 across MA, cancelling flights, and killing one man in southern New England.",In Newport at 11:10 AM EST Ocean Ave in the Brenton Point area and Memorial Blvd from Eustis Ave to the Middletown line were closed.
RI-EO-23-10,23-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 23-10 Declaration of Disaster Emergency December 20, 2023 WHEREAS, beginning on December 17, 2023, the State of Rhode Island has experienced high winds and severe rainfall, causing uprooted vegetation, power outages, road closures, bridge travel restrictions, heavy storm surge with inundation damage, historically high river crests, extensive flooding, possible hazardous materials release, and evacuations from homes and businesses in many areas throughout the State;",2023-12-20,https://governor.ri.gov/executive-orders/executive-order-23-10,1146335,186784,2023-12-18 11:01:00,2023-12-18 13:08:00,Z,NWS forecast zone,7,NEWPORT,High Wind,56.0,MG,0,0,0.00K,0.00K,ASOS,"A strong storm system moved up the Atlantic coast Sunday night into Monday, merging with a short wave trough exiting the northern Great Plains and taking the surface low west of southern New England. This brought strong southerly winds and coastal flooding to southern New England. This was a very impactful storm flooding roads, closing schools, knocking out power to 300,000 across MA, cancelling flights, and killing one man in southern New England.",Winds generally gusted 45 to 60 mph. The strongest gust was recorded at 11:01 AM EST at the Newport ASOS (KUUU) with 64 mph.
RI-EO-23-10,23-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 23-10 Declaration of Disaster Emergency December 20, 2023 WHEREAS, beginning on December 17, 2023, the State of Rhode Island has experienced high winds and severe rainfall, causing uprooted vegetation, power outages, road closures, bridge travel restrictions, heavy storm surge with inundation damage, historically high river crests, extensive flooding, possible hazardous materials release, and evacuations from homes and businesses in many areas throughout the State;",2023-12-20,https://governor.ri.gov/executive-orders/executive-order-23-10,1146326,186784,2023-12-18 09:20:00,2023-12-18 10:20:00,Z,NWS forecast zone,2,SOUTHEAST PROVIDENCE,High Wind,56.0,MG,0,0,5.00K,0.00K,Broadcast Media,"A strong storm system moved up the Atlantic coast Sunday night into Monday, merging with a short wave trough exiting the northern Great Plains and taking the surface low west of southern New England. This brought strong southerly winds and coastal flooding to southern New England. This was a very impactful storm flooding roads, closing schools, knocking out power to 300,000 across MA, cancelling flights, and killing one man in southern New England.",Winds generally gusted 50 to 65 mph. The highest gust was 65 mph at Fox Point in Providence. In East Providence at 9:20 AM EST a brick facade was ripped off of the Healthtrax building on Catamore Blvd.
RI-EO-23-10,23-10,Daniel J. McKee,"Declaration of Disaster Emergency: Executive Order 23-10 Declaration of Disaster Emergency December 20, 2023 WHEREAS, beginning on December 17, 2023, the State of Rhode Island has experienced high winds and severe rainfall, causing uprooted vegetation, power outages, road closures, bridge travel restrictions, heavy storm surge with inundation damage, historically high river crests, extensive flooding, possible hazardous materials release, and evacuations from homes and businesses in many areas throughout the State;",2023-12-20,https://governor.ri.gov/executive-orders/executive-order-23-10,1146325,186784,2023-12-18 12:30:00,2023-12-18 13:00:00,Z,NWS forecast zone,2,SOUTHEAST PROVIDENCE,Coastal Flood,,,0,0,0.00K,0.00K,Law Enforcement,"A strong storm system moved up the Atlantic coast Sunday night into Monday, merging with a short wave trough exiting the northern Great Plains and taking the surface low west of southern New England. This brought strong southerly winds and coastal flooding to southern New England. This was a very impactful storm flooding roads, closing schools, knocking out power to 300,000 across MA, cancelling flights, and killing one man in southern New England.",In Providence at 12:35 PM EST a car was stuck in coastal flooding in a park area on River Rd next to Narragansett Bay.
