declaration_id,date_signed,event_description,decision,reason,date_evidence,archive_record_url,listing_url,fetch_error
MO-EO-00-13,2000-05-18,Gov. Mel Carnahan orders the Director of the Department of Natural Resources vested with full discretionary authority to temporarily waive or suspend statutory or administrative rules or regulations to serve the interests of public health and safety during the period of emergency and subsequent recovery period. (May 18),companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('May', '18') 2000; PDF/legal signature: this 18th day of May, 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_013,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-14,2000-06-22,Gov. Mel Carnahan names a Chairperson for the State Retirement Advisory Commission established by Executive Order 00-11 . (June 22),exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('June', '22') 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_014,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-16,2000-06-27,"Gov. Mel Carnahan amends Executive Order 00-15 to correct the date of signing contained in the signature block to June 23, 2000. (June 27)",companion,"Amendment, extension, continuation, or supplementary action; not a separate event","SOS year-index signing date: ('June', '27') 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_016,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-17,2000-07-25,"Gov. Mel Carnahan directs the Office of Administration to fly all flags of the United States and State of Missouri at half-staff on July 27, 2000, and each year through July 27, 2003, in honor of National Korean War Veterans Armistice Day. (July 25)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('July', '25') 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_017,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-18,2000-09-28,Gov. Mel Carnahan establishes the Missouri National Guard Funeral Honors Ribbon. (Sep. 28),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Sep', '28') 2000; PDF/legal signature: this 28th day of September, 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_018,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-19,2000-10-18,"Gov. Roger Wilson declares a day of mourning for Gov. Mel Carnahan and orders all state offices closed on Friday, October 20, 2000. (Oct. 18)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Oct', '18') 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_019,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-20,2000-11-03,"Gov. Roger Wilson orders state offices to be closed on Friday, November 24, 2000. (Nov. 3)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Nov', '3') 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_020,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-21,2000-12-21,Gov. Roger Wilson declares a state of emergency and suspends the requirements of Section 307.400 RSMo and the rules under 11 C.S.R. 30-6.010 and directs agencies to suspend enforcement of 49 C.F.R. Sections 395.3(1) and 395(b) in certain situations for drivers of commercial motor vehicles transporting propane and heating oils within the state. (Dec. 21),companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('Dec', '21') 2000; PDF/legal signature: this 21st day of December, 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_021,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-22,2000-12-28,Gov. Roger Wilson implements the Emergency Mutual Assistance Compact to provide Arkansas assistance. (Dec. 28),override_exclude,Out-of-state disaster assistance/evacuee support explicitly identified by source; no matching in-state weather event.,"SOS year-index signing date: ('Dec', '28') 2000; PDF/legal signature: this 28th day of December, 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_022,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-00-23,2000-12-29,Gov. Roger Wilson renews COMAP 95-05 to extend the Council on Efficient Operations. (Dec. 29) - Rescinded by Executive Order 01-19,companion,"Amendment, extension, continuation, or supplementary action; not a separate event","SOS year-index signing date: ('Dec', '29') 2000",https://www.sos.mo.gov/library/reference/orders/2000/eo00_023,https://www.sos.mo.gov/library/reference/orders/2000/eo2000,
MO-EO-01-01,2001-01-03,Gov. Roger Wilson declares a regional state of emergency and temporarily suspends certain regulations related to transporting heating fuel as a result of extreme weather conditions and increased necessity and demand for propane. (Jan. 3),companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('Jan', '3') 2001; PDF/legal signature: this 3rd day of January, 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_001,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-02,2001-01-05,Gov. Roger Wilson orders the transfer of the Division of Aging to the Department of Health and implementation of the Division of Aging and Department of Health Reorganization Plan of 2001. (Jan. 5),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Jan', '5') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_002,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-03,2001-01-05,Gov. Roger Wilson rescinds Executive Order 98-08 . (Jan. 5),companion,"Amendment, extension, continuation, or supplementary action; not a separate event","SOS year-index signing date: ('Jan', '5') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_003,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-04,2001-02-07,Gov. Bob Holden establishes the Missouri Energy Policy Task Force. (Feb. 7) - Rescinded by Executive Order 03-10,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Feb', '7') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_004,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-05,2001-02-09,Gov. Bob Holden establishes the Health Families Trust Fund and directs the commissioner of administration to receive and expend tobacco settlement money in accordance with appropriation bills. (Feb. 9) - Rescinded by Executive Order 06-22,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Feb', '9') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_005,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-06,2001-03-19,Gov. Bob Holden directs state agencies to develop a process of streamlining the registration process for motor carriers. (Mar. 19) - Rescinded by Executive Order 24-11,companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('Mar', '19') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_006,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-07,2001-04-02,Gov. Bob Holden reestablishes the Family Investment Trust as the Family and Community Trust. (Apr. 2),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Apr', '2') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_007,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-08,2001-04-10,Gov. Bob Holden establishes the Personal Independence Commission. (Apr. 10) - Rescinded by Executive Order 10-10,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Apr', '10') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_008,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-09,2001-06-29,Gov. Bob Holden authorizes certain state agencies and departments to allow for collective bargaining. (June 29) - Rescinded by Executive Order 05-01,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('June', '29') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_009,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-10,2001-07-23,Gov. Bob Holden establishes method for spending from the Life Sciences Research Account created by Executive Order 01-05 . (July 23) - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('July', '23') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_010,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-13,2001-08-10,Gov. Bob Holden establishes the Missouri Domestic Violence Task Force. (Aug. 10),exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Aug', '10') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_013,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-14,2001-09-14,Gov. Bob Holden establishes the Missouri Livestock Market Advisory Committee. (Sep. 14) - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Sep', '14') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_014,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-15,2001-09-21,Gov. Bob Holden establishes the Missouri Commission on Total Compensation. (Sep. 21) - Rescinded by Executive Order 10-01,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Sep', '21') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_015,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-16,2001-09-21,Gov. Bob Holden re-establishes the Missouri Commission on Intergovernmental Cooperation. (Sep. 21) - Rescinded by Executive Order 10-07,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Sep', '21') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_016,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-17,2001-10-30,"Gov. Bob Holden orders state offices to be closed state offices on Friday, November 23, 2001. (Oct. 30)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Oct', '30') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_017,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-18,2001-11-01,Gov. Bob Holden declares an emergency and orders and directs the Adjutant General to call into active service any state militia deemed necessary to support civilian authorities with respect to the state's nuclear facilities. (Nov. 1) - Rescinded by Executive Order 24-11,review,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Nov', '1') 2001; PDF/legal signature: this 1st day of November, 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_018,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-19,2001-11-19,"Gov. Bob Holden re-establishes the Interagency Planning Council and directs executive agencies to ""Manage for Results."" Executive Orders 93-47 and 00-23 are rescinded. COMAP Implementation Orders 94-04, 95-01, and COMAP Implementation Order 95-05 are rescinded. (Nov. 19)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Nov', '19') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_019,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-20,2001-12-07,Gov. Bob Holden establishes the Missouri Quality Award. (Dec. 7),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Dec', '7') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_020,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-21,2001-12-07,"Gov. Bob Holden orders state offices closed on Monday, December 24, 2001. (Dec. 7)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Dec', '7') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_021,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-01-22,2001-12-20,Gov. Bob Holden orders the Office of Administration to establish policies and procedures for state buildings and facilities to be located in central downtown or revitalization districts throughout the state. (Dec. 20) - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Dec', '20') 2001",https://www.sos.mo.gov/library/reference/orders/2001/eo01_022,https://www.sos.mo.gov/library/reference/orders/2001/eo2001,
MO-EO-02-01,2002-01-14,"Gov. Bob Holden designates members of his staff to have supervisory authority over departments, divisions, and agencies of state government. (Jan. 14)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Jan', '14') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_001,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-03,2002-02-07,Gov. Bob Holden re-establishes the Motor Carrier Services Unit with the Department of Transportation and directs coordination between state agency programs in respect to motor carrier programs. (Feb. 7),companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('Feb', '7') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_003,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-04,2002-03-18,Gov. Bob Holden creates the Missouri Business Education Roundtable. (Mar. 18),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Mar', '18') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_004,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-05,2002-03-19,Gov. Bob Holden directs certain agencies to coordinate regulation development. (Mar. 19) - Terminated by Executive Order 21-01,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Mar', '19') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_005,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-06,2002-03-22,Gov. Bob Holden designates the Office of Administration to develop an expanded statewide 9-1-1 emergency communications system. (Mar. 22) - Rescinded by Executive Order 24-11,review,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Mar', '22') 2002; PDF/legal signature: this 22nd day of March, 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_006,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-08,2002-04-17,Gov. Bob Holden directs the Missouri Council on Economic Education to conduct a study of personal finance education. (Apr. 17) - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Apr', '17') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_008,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-10,2002-04-25,Gov. Bob Holden declares a State of Emergency in Southeast Missouri and directs the Missouri State Emergency Operation Plan be activated. (Apr. 25),review,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Apr', '25') 2002; PDF/legal signature: this 25th day of April, 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_010,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-12,2002-05-09,Gov. Bob Holden reauthorizes the Governor's Council on Physical Fitness and Health. (May 9) - Superseded by Executive Order 07-10 - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('May', '9') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_012,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-14,2002-06-28,"Gov. Bob Holden orders and directs the Adjutant General to call into active service any state militia deemed necessary to protect against terrorist attack and support civilian authorities in the City of St. Louis from July 1 through July 9, 2002. (June 28)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('June', '28') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_014,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-11,2002-08-21,Gov. Bob Holden orders state agencies to adopt policies regarding computer software piracy consistent with guidelines developed by the Information Technology Advisory Board. (Aug. 21) - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Aug', '21') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_011,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-15,2002-09-11,Gov. Bob Holden establishes the Missouri Security Council. (Sep. 11) - Rescinded by Executive Order 05-20,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Sep', '11') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_015,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-16,2002-10-02,Gov. Bob Holden amends Executive Order 02-15 to expand membership of the Missouri Security Council. (Oct. 2) - Rescinded by Executive Order 05-20,companion,"Amendment, extension, continuation, or supplementary action; not a separate event","SOS year-index signing date: ('Oct', '2') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_016,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-18,2002-10-02,"Gov. Bob Holden orders state offices to be closed on Friday, November 29, 2002. (Oct. 2)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Oct', '2') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_018,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-19,2002-10-10,"Gov. Bob Holden designates members of his staff to have supervisory authority over departments, divisions, and agencies of state government. (Oct. 10)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Oct', '10') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_019,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-17,2002-10-28,Gov. Bob Holden establishes the Alert Missouri System and the Alert Missouri System Oversight Committee. (Oct. 28) - Rescinded by Executive Order 24-11,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Oct', '28') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_017,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-21,2002-10-30,Gov. Bob Holden extends the Missouri Domestic Violence Task Force to reflect the continuing work of the task force. (Oct. 30) - Rescinded by Executive Order 24-11,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Oct', '30') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_021,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-02-22,2002-12-17,Gov. Bob Holden establishes the Office of Child Welfare Ombudsman. (Dec. 17),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Dec', '17') 2002",https://www.sos.mo.gov/library/reference/orders/2002/eo02_022,https://www.sos.mo.gov/library/reference/orders/2002/eo2002,
MO-EO-03-01,2003-02-03,Gov. Bob Holden reestablishes the Missouri Lewis and Clark Bicentennial Commission and rescinds Executive Order 98-06 . (Feb. 3) - Rescinded by Executive Order 10-03,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Feb', '3') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_001,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-02,2003-02-05,Gov. Bob Holden establishes the Division of Family Support within the Department of Social Services as a component of the Governor's Reorganization Plan of 2003. (Feb. 5),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Feb', '5') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_002,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-03,2003-02-05,Gov. Bob Holden establishes the Children's Division within the Department of Social Services. (Feb. 5),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Feb', '5') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_003,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-04,2003-02-05,Gov. Bob Holden transfers Temporary Assistance for Needy Families (TANF) functions to the Division of Workforce Development within the Department of Economic Development as a component of the Governor's Reorganization Plan of 2003. (Feb. 5),exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Feb', '5') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_004,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-05,2003-02-05,Gov. Bob Holden transfers the Division of Highway Safety to the Department of Transportation as a component of the Governor's Reorganization Plan 2003. (Feb. 5),companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('Feb', '5') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_005,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-06,2003-02-05,Gov. Bob Holden transfers the Minority Business Advocacy Commission to the Office of Administration as a component of the Governor's Reorganization Plan of 2003. (Feb. 5),exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Feb', '5') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_006,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-10,2003-03-13,Gov. Bob Holden establishes the Missouri Energy Policy Council and rescinds Executive Order 01-04 . (Mar. 13) - Rescinded by Executive Order 10-04,companion,"Amendment, extension, continuation, or supplementary action; not a separate event","SOS year-index signing date: ('Mar', '13') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_010,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-07,2003-03-17,Gov. Bob Holden establishes the Commission on the Future of Higher Education. (Mar. 17) - Rescinded by Executive Order 24-11,exclude,"Administrative, public-health, preparedness, or ceremonial action","SOS year-index signing date: ('Mar', '17') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_007,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-09,2003-03-18,"Gov. Bob Holden designates members of his staff to have supervisory authority over departments, divisions, and agencies of state government. (Mar. 18)",exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Mar', '18') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_009,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-11,2003-04-01,Gov. Bob Holden reestablishes the Citizens Advisory Committee on Corrections. (Apr. 1) - Terminated by Executive Order 21-01,exclude,No event-specific weather declaration confirmed from title,"SOS year-index signing date: ('Apr', '1') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_011,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-13,2003-05-05,"Gov. Bob Holden orders and directs the Adjutant General to call into active service any state militia deemed necessary to support civilian authorities as a result of the severe weather beginning May 4, 2003. (May 5)",review,Weather reference does not establish a disaster declaration,"SOS year-index signing date: ('May', '5') 2003; PDF/legal signature: this 5th day of May, 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_013,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-14,2003-05-07,"Gov Bob Holden orders the Director of the Department of Natural Resources vested with full discretionary authority to temporarily waive or suspend statutory or administrative rule or regulation to serve the interests of public health and safety during the period of emergency and subsequent recovery period in response to severe weather that began on May 4, 2003. (May 7)",companion,Narrow operational relief; general declaration must be checked separately,"SOS year-index signing date: ('May', '7') 2003; PDF/legal signature: this 7th day of May, 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_014,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
MO-EO-03-15,2003-08-25,Gov. Bob Holden establishes the Missouri Small Business Regulatory Fairness Board and rescinds Executive Order 96-18 . (Aug. 25) - Rescinded by Executive Order 04-24,companion,"Amendment, extension, continuation, or supplementary action; not a separate event","SOS year-index signing date: ('Aug', '25') 2003",https://www.sos.mo.gov/library/reference/orders/2003/eo03_015,https://www.sos.mo.gov/library/reference/orders/2003/eo2003,
