declaration_id,state,governor,eo_number,action_type,event_description,date_signed,end_date,weather_related,document_format,archive_record_url
NJ-SHERRILL-EO-10,NJ,Sherrill,10,declaration,,2026-02-10,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-10.pdf
NJ-SHERRILL-EO-9,NJ,Sherrill,9,declaration,,2026-01-26,,True,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-9.pdf
NJ-SHERRILL-EO-8,NJ,Sherrill,8,declaration,,2026-01-24,,True,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-8.pdf
NJ-SHERRILL-EO-7,NJ,Sherrill,7,declaration,"Providing that no state agency shall propose or adopt any administrative rule for 90 days, subject to exceptions.",2026-01-23,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-7.pdf
NJ-SHERRILL-EO-6,NJ,Sherrill,6,declaration,Prioritizing Agency Focus on children’s mental health and digital environments and establishing office of Youth Online Mental Health Safety and Awareness,2026-01-20,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-6.pdf
NJ-SHERRILL-EO-5,NJ,Sherrill,5,declaration,Establishing various teams under the office of the Chief Operating Officer focused on simplifying and modernizing the State’s regulatory processes.,2026-01-20,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-5.pdf
NJ-SHERRILL-EO-4,NJ,Sherrill,4,declaration,Establishing the office of the Chief Operating Officer in the office of the Governor,2026-01-20,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-4.pdf
NJ-SHERRILL-EO-3,NJ,Sherrill,3,declaration,Outlining Ethics and Standards,2026-01-20,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-3.pdf
NJ-SHERRILL-EO-2,NJ,Sherrill,2,declaration,Declaring a State of Emergency to increase and accelerate development of new power generation to address electricity supply and reliability crisis.,2026-01-20,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-2.pdf
NJ-SHERRILL-EO-1,NJ,Sherrill,1,declaration,"Declaring an electricity affordability emergency, addressing affordability of electricity rates, and promoting electric utility accountability.",2026-01-20,,False,pdf,https://www.nj.gov/infobank/eo/057sherrill/pdf/EO-1.pdf
NJ-MURPHY-EO-415,NJ,Murphy,415,declaration,,2026-01-16,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-415.pdf
NJ-MURPHY-EO-414,NJ,Murphy,414,termination,"The following Advisory Entities, insofar as they were established under the authority of one or more Executive Orders, are hereby terminated and abolished and the portions of those Executive Orders that authorized their creation and existence are hereby rescinded.",2026-01-16,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-414.pdf
NJ-MURPHY-EO-413,NJ,Murphy,413,declaration,,2026-01-22,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-413.pdf
NJ-MURPHY-EO-412,NJ,Murphy,412,declaration,,2026-01-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-412.pdf
NJ-MURPHY-EO-411,NJ,Murphy,411,declaration,The order permits people with past convictions of indictable offenses to serve on juries.,2026-01-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-411.pdf
NJ-MURPHY-EO-410,NJ,Murphy,410,declaration,,2025-12-30,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-410.pdf
NJ-MURPHY-EO-409,NJ,Murphy,409,declaration,,2025-12-26,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-409.pdf
NJ-MURPHY-EO-408,NJ,Murphy,408,declaration,Governor Murphy Declares State of Emergency for Propane Shortage,2025-12-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-408.pdf
NJ-MURPHY-EO-407,NJ,Murphy,407,declaration,,2025-12-09,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-407.pdf
NJ-MURPHY-EO-406,NJ,Murphy,406,declaration,"State of Emergency Declared Across Hunterdon, Morris, Passaic, Sussex, and Warren Counties",2025-12-01,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-406.pdf
NJ-MURPHY-EO-405,NJ,Murphy,405,declaration,,2025-11-17,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-405.pdf
NJ-MURPHY-EO-404,NJ,Murphy,404,extension,"The Office of Homeland Security and Preparedness created by Executive Order No. 5 (2006), is hereby continued. The Office shall coordinate and lead New Jersey's counterterrorism, counterintelligence, cybersecurity, and related preparedness efforts with the goal of coordinating prevention, protection, mitigation, response, and recovery efforts concerning these matters with federal, State, and local government entities, other jurisdictions, non-profit organizations, and the private sector, to protect the people of New Jersey.",2025-11-12,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-404.pdf
NJ-MURPHY-EO-403,NJ,Murphy,403,declaration,,2025-11-05,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-403.pdf
NJ-MURPHY-EO-402,NJ,Murphy,402,declaration,,2025-11-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-402.pdf
NJ-MURPHY-EO-401,NJ,Murphy,401,declaration,"Establishing the Task Force on the Federal Suspension of SNAP Benefits (the “Task Force”), which will report directly to the Office of the Governor, and which will be responsible for coordinating New Jersey’s response to the acute food insecurity 2 crisis caused by the federal government shutdown and USDA’s failure to fund SNAP.",2025-10-31,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-401.pdf
NJ-MURPHY-EO-400,NJ,Murphy,400,declaration,,2025-10-16,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-400.pdf
NJ-MURPHY-EO-399,NJ,Murphy,399,declaration,,2025-10-11,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-399.pdf
NJ-MURPHY-EO-398,NJ,Murphy,398,declaration,,2025-09-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-398.pdf
NJ-MURPHY-EO-397,NJ,Murphy,397,declaration,,2025-08-27,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-397.pdf
NJ-MURPHY-EO-396,NJ,Murphy,396,declaration,,2025-08-21,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-396.pdf
NJ-MURPHY-EO-395,NJ,Murphy,395,declaration,,2025-08-08,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-395.pdf
NJ-MURPHY-EO-394,NJ,Murphy,394,declaration,,2025-07-31,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-394.pdf
NJ-MURPHY-EO-393,NJ,Murphy,393,declaration,"All State agencies shall immediately review the OBBBA for the purposes of assessing its impacts on their budgets, operations, and programs, including services provided to New Jersey residents, and of developing recommended measures to protect the State’s finances and its residents’ interests from the effects of the OBBBA.",2025-07-23,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-393.pdf
NJ-MURPHY-EO-392,NJ,Murphy,392,declaration,Declares a State of Emergency across all 21 counties in New Jersey due to flash flooding and severe thunderstorms statewide,2025-07-14,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-392.pdf
NJ-MURPHY-EO-391,NJ,Murphy,391,declaration,,2025-03-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-391.pdf
NJ-MURPHY-EO-390,NJ,Murphy,390,declaration,,2025-06-18,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-390.pdf
NJ-MURPHY-EO-389,NJ,Murphy,389,declaration,,2025-05-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-389.pdf
NJ-MURPHY-EO-388,NJ,Murphy,388,declaration,,2025-05-13,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-388.pdf
NJ-MURPHY-EO-387,NJ,Murphy,387,declaration,,2025-04-23,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-387.pdf
NJ-MURPHY-EO-386,NJ,Murphy,386,declaration,"The flag of the United States of America and the flag of New Jersey shall be flown at half-staff at all State departments, offices, agencies, and instrumentalities until sunset of the day of interment,  in recognition and mourning of His Holiness Pope Francis",2025-04-22,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-386.pdf
NJ-MURPHY-EO-385,NJ,Murphy,385,declaration,,2025-04-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-385.pdf
NJ-MURPHY-EO-384,NJ,Murphy,384,declaration,,2025-03-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-384.pdf
NJ-MURPHY-EO-383,NJ,Murphy,383,declaration,,2025-03-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-383.pdf
NJ-MURPHY-EO-382,NJ,Murphy,382,declaration,,2025-02-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-382.pdf
NJ-MURPHY-EO-381,NJ,Murphy,381,extension,"New Jersey must continue to prioritize combating and eliminating the spread of HIV, STIs, and viral hepatitis.",2025-02-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-381.pdf
NJ-MURPHY-EO-380,NJ,Murphy,380,declaration,,2025-01-27,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-380.pdf
NJ-MURPHY-EO-379,NJ,Murphy,379,declaration,,2025-01-20,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-379.pdf
NJ-MURPHY-EO-378,NJ,Murphy,378,declaration,"Declares that New Jersey will enter a State of Emergency effective at 8:00 a.m. on Sunday, January 19 in anticipation of significant winter weather.",2025-01-18,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-378.pdf
NJ-MURPHY-EO-377,NJ,Murphy,377,extension,The Office of Health Care Affordability and Transparency shall be continued and reestablished within the DOH.,2025-01-17,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-377.pdf
NJ-MURPHY-EO-376,NJ,Murphy,376,declaration,,2025-01-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-376.pdf
NJ-MURPHY-EO-375,NJ,Murphy,375,declaration,,2025-01-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-375.pdf
NJ-MURPHY-EO-374,NJ,Murphy,374,declaration,The Governor has declared State of Emergency  to allocate more resources in preparation of  winter storm,2025-01-05,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-374.pdf
NJ-MURPHY-EO-373,NJ,Murphy,373,declaration,,2025-01-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-373.pdf
NJ-MURPHY-EO-372,NJ,Murphy,372,declaration,,2024-12-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-372.pdf
NJ-MURPHY-EO-371,NJ,Murphy,371,declaration,,2024-11-19,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-371.pdf
NJ-MURPHY-EO-370,NJ,Murphy,370,declaration,,2024-11-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-370.pdf
NJ-MURPHY-EO-369,NJ,Murphy,369,declaration,"Establishing the New Jersey Economic Council (the “Council”), which shall be responsible for facilitating the identification and promotion of economic opportunities for New Jersey and its businesses and residents.",2024-10-29,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-369.pdf
NJ-MURPHY-EO-368,NJ,Murphy,368,declaration,,2024-10-07,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-368.pdf
NJ-MURPHY-EO-367,NJ,Murphy,367,declaration,,2024-09-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-367.pdf
NJ-MURPHY-EO-366,NJ,Murphy,366,declaration,,2024-08-27,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-366.pdf
NJ-MURPHY-EO-365,NJ,Murphy,365,declaration,,2024-08-12,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-365.pdf
NJ-MURPHY-EO-364,NJ,Murphy,364,declaration,"Lt. Governor Way announced a State of Emergency effective at 6:00pm on Friday, August 9 in anticipation of severe storms causing hazardous weather conditions including heavy rain, high winds, and flash flooding.",2024-08-09,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-364.pdf
NJ-MURPHY-EO-363,NJ,Murphy,363,declaration,,2024-08-23,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-363.pdf
NJ-MURPHY-EO-362,NJ,Murphy,362,declaration,Establishing Clemency Advisory Board and Standards for Expedited Consideration for Clemency,2024-06-19,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-362.pdf
NJ-MURPHY-EO-361,NJ,Murphy,361,declaration,Establishing an Advisory Commission on Advancing LGBTQIA+ Youth Equity and Inclusion in Schools (“Commission”).,2024-06-17,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-361.pdf
NJ-MURPHY-EO-360,NJ,Murphy,360,declaration,Establishing the Responsible Gaming Task Force (“Task Force”).,2024-06-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-360.pdf
NJ-MURPHY-EO-359,NJ,Murphy,359,declaration,,2024-05-31,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-359.pdf
NJ-MURPHY-EO-358,NJ,Murphy,358,declaration,,2024-05-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-358.pdf
NJ-MURPHY-EO-357,NJ,Murphy,357,declaration,,2024-05-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-357.pdf
NJ-MURPHY-EO-356,NJ,Murphy,356,declaration,Establishing the Task Force on Pandemic and Emergency Preparedness,2024-03-22,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-356.pdf
NJ-MURPHY-EO-355,NJ,Murphy,355,declaration,,2024-02-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-355.pdf
NJ-MURPHY-EO-354,NJ,Murphy,354,declaration,Established the New Jersey-India Commission (“Commission”).,2024-02-06,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-354.pdf
NJ-MURPHY-EO-353,NJ,Murphy,353,declaration,,2024-02-06,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-353.pdf
NJ-MURPHY-EO-352,NJ,Murphy,352,declaration,,2024-02-02,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-352.pdf
NJ-MURPHY-EO-351,NJ,Murphy,351,termination,Governor Murphy Terminates State of Emergency,2024-01-24,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-351.pdf
NJ-MURPHY-EO-350,NJ,Murphy,350,declaration,Governor Murphy Declares State of Emergency in Preparation for Winter Storm,2024-01-08,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-350.pdf
NJ-MURPHY-EO-349,NJ,Murphy,349,declaration,,2023-12-05,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-349.pdf
NJ-MURPHY-EO-348,NJ,Murphy,348,declaration,,2023-12-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-348.pdf
NJ-MURPHY-EO-347,NJ,Murphy,347,declaration,,2023-11-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-347.pdf
NJ-MURPHY-EO-346,NJ,Murphy,346,declaration,"Governor Murphy Signs Executive Order to establish the Artificial Intelligence Task Force (the “Task Force”), which shall be responsible for studying emerging artificial intelligence technologies in order to issue findings on the potential impacts of these technologies on society and offer recommendations to identify government actions appropriate to encourage the ethical and responsible use of artificial intelligence technologies",2023-10-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-346.pdf
NJ-MURPHY-EO-345,NJ,Murphy,345,declaration,,2023-10-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-345.pdf
NJ-MURPHY-EO-344,NJ,Murphy,344,extension,Governor Murphy Signs Executive Order to continue the operation of the State Hazard Mitigation Team established in Executive Order No. 115 (1994) except as modified herein,2023-10-06,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-344.pdf
NJ-MURPHY-EO-343,NJ,Murphy,343,declaration,,2023-10-01,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-343.pdf
NJ-MURPHY-EO-342,NJ,Murphy,342,declaration,Governor Murphy Declares State of Emergency Due to Severe Weather,2023-09-29,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-342.pdf
NJ-MURPHY-EO-341,NJ,Murphy,341,declaration,,2023-09-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-341.pdf
NJ-MURPHY-EO-340,NJ,Murphy,340,declaration,,2023-09-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-340.pdf
NJ-MURPHY-EO-339,NJ,Murphy,339,declaration,,2023-08-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-339.pdf
NJ-MURPHY-EO-338,NJ,Murphy,338,declaration,,2023-08-04,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-338.pdf
NJ-MURPHY-EO-337,NJ,Murphy,337,declaration,,2023-08-06,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-337.pdf
NJ-MURPHY-EO-336,NJ,Murphy,336,declaration,Governor Murphy Declares State of Emergency Due to Severe Storms,2023-07-16,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-336.pdf
NJ-MURPHY-EO-335,NJ,Murphy,335,declaration,,2023-07-07,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-335.pdf
NJ-MURPHY-EO-334,NJ,Murphy,334,declaration,,2023-06-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-334.pdf
NJ-MURPHY-EO-333,NJ,Murphy,333,amendment,Governor Signs Executive Order Amending Prior EOs to Align with the Newly-Enacted Elections Transparency Act,2023-06-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-333.pdf
NJ-MURPHY-EO-332,NJ,Murphy,332,termination,Governor Murphy Signs Executive Order to Rescind COVID-19 Vaccination Requirements for Health Care Settings,2023-06-12,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-332.pdf
NJ-MURPHY-EO-331,NJ,Murphy,331,declaration,,2023-06-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-331.pdf
NJ-MURPHY-EO-330,NJ,Murphy,330,declaration,"Governor Murphy Signs Executive Order to Flown Flags at Half-Staff in Recognition of and mourning of former Assemblyman and Commissioner of Environmental Protection Robert C. Shinn, Jr.",2023-05-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-330.pdf
NJ-MURPHY-EO-329,NJ,Murphy,329,declaration,Governor Murphy Signs Executive Order to Flown Flags at Half-Staff in Recognition of and mourning of Deptford Township Police Officer Robert Shisler,2023-05-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-329.pdf
NJ-MURPHY-EO-328,NJ,Murphy,328,declaration,Governor Murphy Signs Executive Order to Flown Flags at Half-Staff in Recognition of Passing Anniversary of State Trooper Werner Foerster,2023-05-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-328.pdf
NJ-MURPHY-EO-327,NJ,Murphy,327,declaration,Governor Murphy Signs Executive Order to Prioritize Work Experience and Skills Training Over Four-Year Degrees for Certain State Employment Opportunities,2023-04-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-327.pdf
NJ-MURPHY-EO-326,NJ,Murphy,326,declaration,Governor Murphy Signs Executive Order Protecting Gender-Affirming Health Care in New Jersey,2023-04-04,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-326.pdf
NJ-MURPHY-EO-325,NJ,Murphy,325,declaration,Governor Murphy Signs Executive Order to Lift COVID-19 Testing Requirements in Congregate Care and Health Care Settings,2023-04-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-325.pdf
NJ-MURPHY-EO-324,NJ,Murphy,324,declaration,"Governor Murphy Directs the Lowering of U.S. and New Jersey Flags in Honor of United States Army Sergeant David Solinas, Jr.",2023-04-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-324.pdf
NJ-MURPHY-EO-323,NJ,Murphy,323,declaration,Governor Murphy Order And Direct The Opioid Recovery And Remediation Advisory Council Created By Executive Order No. 305 (2022),2023-03-17,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-323.pdf
NJ-MURPHY-EO-322,NJ,Murphy,322,declaration,Governor Murphy Lifts Storm-Related State of Emergency,2023-03-16,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-322.pdf
NJ-MURPHY-EO-321,NJ,Murphy,321,declaration,,2023-03-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-321.pdf
NJ-MURPHY-EO-320,NJ,Murphy,320,declaration,Governor Murphy Declares State of Emergency for Five New Jersey Counties in Preparation for Winter Storm,2023-03-13,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-320.pdf
NJ-MURPHY-EO-319,NJ,Murphy,319,declaration,Establishing Equity and Sustainability Advisory Council to Develop Policy for State Workforce,2023-02-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-319.pdf
NJ-MURPHY-EO-318,NJ,Murphy,318,declaration,Governor Murphy Declares State of Emergency for Five New Jersey Counties in Preparation for Winter Stormman Francis Bodine,2023-02-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-318.pdf
NJ-MURPHY-EO-317,NJ,Murphy,317,declaration,"Governor Murphy Sign Executive Order Initiating a Process In Partnership With The State’S Hometown Utilities, Key Stakeholders Including Organized Labor, And The New Jersey Board Of Public Utilities (BPU) To Plan For The Future Of The Natural Gas Utility In New Jersey",2023-02-15,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-317.pdf
NJ-MURPHY-EO-316,NJ,Murphy,316,declaration,"Governor Murphy Signs Executive Order to Target To Install Zero-Carbon-Emission Space Heating And Cooling Systems In 400,000 Homes And 20,000 Commercial Properties And Make 10% Of All Low-To-Moderate Income (LMI) Properties Electrification-Ready By 2030",2023-02-15,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-316.pdf
NJ-MURPHY-EO-315,NJ,Murphy,315,declaration,"Governor Murphy Signs Executive Order to Accelerate Target Of 100% Clean Energy By 2035, Defined As 100% Of The Electricity Sold In The State To Come From Clean Sources Of Electricity By January 1, 2035 Through Clean Energy Market Mechanisms, Paired With Support For A Clean Energy Standard In New Jersey",2023-02-15,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-315.pdf
NJ-MURPHY-EO-314,NJ,Murphy,314,declaration,Governor Murphy Orders Flags to Fly at Half-Staff in Honor of Sayreville Councilwoman Eunice Dwumfour,2023-02-06,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-314.pdf
NJ-MURPHY-EO-313,NJ,Murphy,313,declaration,Acting Governor Oliver Signs Executive Order Addressing Municipal Run-off Elections,2022-11-18,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-313.pdf
NJ-MURPHY-EO-312,NJ,Murphy,312,declaration,Governor Murphy Orders Flags to Fly at Half-Staff in Honor of Former New Jersey First Lady Lucinda Florio,2022-11-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-312.pdf
NJ-MURPHY-EO-311,NJ,Murphy,311,declaration,Governor Murphy Signs Executive Order Requiring Name Change Order Confidentiality,2022-11-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-311.pdf
NJ-MURPHY-EO-310,NJ,Murphy,310,declaration,Murphy Administration Takes Actions to Facilitate the Reinstatement of a Regulated Black Bear Hunt This Year to Protect the Safety of Residents,2022-11-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-310.pdf
NJ-MURPHY-EO-309,NJ,Murphy,309,declaration,Governor Murphy Signs Executive Order Establishing Task Force to Help Address Public School Staff Shortages Across New Jersey,2022-11-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-309.pdf
NJ-MURPHY-EO-308,NJ,Murphy,308,declaration,Governor Murphy Orders Flags to Fly at Half-Staff in Honor of Former Governor Florio,2022-09-26,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-308.pdf
NJ-MURPHY-EO-307,NJ,Murphy,307,declaration,"Governor Murphy Signs Executive Order Increasing Offshore Wind Goal to 11,000 MW by 2040",2022-09-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-307.pdf
NJ-MURPHY-EO-306,NJ,Murphy,306,declaration,,2001-09-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-306.pdf
