declaration_id,eo_number,governor,event_description,date_signed,archive_record_url,CZ_TYPE,area_type,CZ_FIPS,CZ_NAME,deaths_direct,injuries_direct,damage_property_usd,damage_crops_usd,event_types,event_count,total_damage_usd,resolution_status,resolved_zone_id,resolved_zone_name,resolved_counties
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,24,ROCKBRIDGE / BUENA VISTA / LEXINGTON,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA024,Rockbridge,City of Buena Vista; City of Lexington; Rockbridge
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,25,AUGUSTA / STAUNTON / WAYNESBORRO,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA025,Augusta,City of Staunton; City of Waynesboro
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,26,ROCKINGHAM / HARRISONBURG,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA026,Rockingham,City of Harrisonburg; Rockingham
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,27,SHENANDOAH,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA027,Shenandoah,Shenandoah
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,28,FREDERICK / WINCHESTER,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA028,Frederick,City of Winchester; Frederick
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,29,PAGE,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA029,Page,Page
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,30,WARREN,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA030,Warren,Warren
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,31,CLARKE,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA031,Clarke,Clarke
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,32,PATRICK,0,0,0.0,0.0,Winter Storm,1,0.0,matched_zone_code,VA032,Patrick,Patrick
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,34,BEDFORD / BEDFORD,0,0,0.0,0.0,"Ice Storm, Winter Storm",2,0.0,matched_zone_code,VA034,Bedford,Bedford
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,35,AMHERST,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA035,Amherst,Amherst
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,36,NELSON,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA036,Nelson,Nelson
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,37,ALBEMARLE / CHARLOTTTESVILLE,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA037,Albemarle,City of Charlottesville
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,38,GREENE,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA038,Greene,Greene
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,39,MADISON,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA039,Madison,Madison
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,40,RAPPAHANNOCK,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA040,Rappahannock,Rappahannock
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,41,FAUQUIER,0,0,0.0,0.0,Ice Storm,1,0.0,unresolved,,,FAUQUIER
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,42,LOUDOUN,0,0,0.0,0.0,Ice Storm,1,0.0,unresolved,,,LOUDOUN
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,45,CAMPBELL / LYNCHBURG,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA045,Campbell,Campbell; City of Lynchburg
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,46,APPOMATTOX,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA046,Appomattox,Appomattox
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,47,BUCKINGHAM,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA047,Buckingham,Buckingham
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,48,FLUVANNA,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA048,Fluvanna,Fluvanna
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,49,LOUISA,0,0,0.0,0.0,Winter Weather,1,0.0,unresolved,,,LOUISA
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,50,ORANGE,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA050,Orange,Orange
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,51,CULPEPER,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA051,Culpeper,Culpeper
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,52,PRINCE WILLIAM / MANASSAS,0,0,0.0,0.0,Ice Storm,1,0.0,unresolved,,,PRINCE WILLIAM / MANASSAS
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,53,FAIRFAX,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA053,Fairfax,City of Fairfax; Fairfax
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,55,STAFFORD,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA055,Stafford,Stafford
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,56,SPOTSYLVANIA / FREDERICKSBURG,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA056,Spotsylvania,City of Fredericksburg; Spotsylvania
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,59,CHARLOTTE,0,0,0.0,0.0,Ice Storm,1,0.0,matched_zone_code,VA059,Charlotte,Charlotte
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,60,PRINCE EDWARD,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA060,Prince Edward,Prince Edward
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,61,CUMBERLAND,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA061,Cumberland,Cumberland
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,62,GOOCHLAND,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA062,Goochland,Goochland
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,63,HANOVER,0,0,0.0,0.0,Winter Weather,1,0.0,unresolved,,,HANOVER
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,64,CAROLINE,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA064,Caroline,Caroline
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,69,POWHATAN,0,0,0.0,0.0,Winter Weather,1,0.0,matched_zone_code,VA069,Powhatan,Powhatan
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,28,FREDERICK,1,0,1400000.0,0.0,Winter Storm,1,1400000.0,matched_zone_code,VA028,Frederick,City of Winchester; Frederick
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,51,CULPEPER,0,0,2100000.0,0.0,Winter Storm,1,2100000.0,matched_zone_code,VA051,Culpeper,Culpeper
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,25,AUGUSTA,0,0,1500000.0,0.0,Winter Storm,1,1500000.0,matched_zone_code,VA025,Augusta,City of Staunton; City of Waynesboro
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,27,SHENANDOAH,0,0,1500000.0,0.0,Winter Storm,1,1500000.0,matched_zone_code,VA027,Shenandoah,Shenandoah
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,30,WARREN,0,0,1300000.0,0.0,Winter Storm,1,1300000.0,matched_zone_code,VA030,Warren,Warren
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,54,ARLINGTON,0,0,400000.0,0.0,Winter Storm,1,400000.0,matched_zone_code,VA054,Arlington/Falls Church/Alexandria,Arlington; City of Alexandria; City of Falls Church
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,26,ROCKINGHAM,0,0,350000.0,0.0,Winter Storm,1,350000.0,matched_zone_code,VA026,Rockingham,City of Harrisonburg; Rockingham
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,50,ORANGE,0,0,200000.0,0.0,Winter Storm,1,200000.0,matched_zone_code,VA050,Orange,Orange
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,56,SPOTSYLVANIA,0,0,75000.0,0.0,Winter Storm,1,75000.0,matched_zone_code,VA056,Spotsylvania,City of Fredericksburg; Spotsylvania
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,31,CLARKE,0,0,40000.0,0.0,Winter Storm,1,40000.0,matched_zone_code,VA031,Clarke,Clarke
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,7,TAZEWELL,0,0,0.0,0.0,Winter Storm,1,0.0,matched_zone_code,VA007,Tazewell,Tazewell
VA-WARNER-EO-43-2003,EO-43,Mark R. Warner,Executive Order 43 (2003) Declaration of a State of Emergency Throughout the Commonwealth Due to a Severe Winter Storm and Declaration of a Postponement of an Election in Greene County.,2003-02-17,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827954505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,Z,NWS forecast zone,11,GILES,0,0,0.0,0.0,Winter Storm,1,0.0,matched_zone_code,VA011,Giles,Giles
