declaration_id,eo_number,governor,event_description,date_signed,archive_record_url,BEGIN_DATE_TIME,END_DATE_TIME,CZ_TYPE,area_type,CZ_FIPS,CZ_NAME,EVENT_TYPE,MAGNITUDE,MAGNITUDE_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,25,AUGUSTA / STAUNTON / WAYNESBORRO,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,20,BATH,Ice Storm,,,0,0,0K,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,34,BEDFORD / BEDFORD,Ice Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-13 12:15:00,2002-12-13 18:00:00,Z,NWS forecast zone,34,BEDFORD / BEDFORD,Winter Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the afternoon of the 13th resulted in ice accretions of between a quarter of an inch and a third of an inch.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,23,BOTETOURT,Ice Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,47,BUCKINGHAM,Ice Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,45,CAMPBELL / LYNCHBURG,Ice Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 03:00:00,2002-12-11 10:00:00,Z,NWS forecast zone,64,CAROLINE,Winter Weather,,,0,0,,,EMERGENCY MANAGER,"Freezing rain caused minor ice accumulations on trees, power lines, bridges and overpasses across portions of the central Virginia Piedmont. A few power outages and accidents were reported.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,16,CARROLL / GALAX,Ice Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-13 12:15:00,2002-12-13 18:00:00,Z,NWS forecast zone,16,CARROLL / GALAX,Winter Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the afternoon of the 13th resulted in ice accretions of between a quarter of an inch and a third of an inch.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 01:30:00,2002-12-11 07:00:00,Z,NWS forecast zone,59,CHARLOTTE,Ice Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the predawn hours of the 11th resulted in accretions of a quarter of an inch of ice.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,31,CLARKE,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,51,CULPEPER,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 03:00:00,2002-12-11 10:00:00,Z,NWS forecast zone,61,CUMBERLAND,Winter Weather,,,0,0,,,EMERGENCY MANAGER,"Freezing rain caused minor ice accumulations on trees, power lines, bridges and overpasses across portions of the central Virginia Piedmont. A few power outages and accidents were reported.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,53,FAIRFAX,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,41,FAUQUIER,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-13 12:15:00,2002-12-13 18:00:00,Z,NWS forecast zone,17,FLOYD,Winter Storm,,,0,0,,,EMERGENCY MANAGER,Freezing rain during the afternoon of the 13th resulted in ice accretions of between a quarter of an inch and a third of an inch.,
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 03:00:00,2002-12-11 10:00:00,Z,NWS forecast zone,48,FLUVANNA,Winter Weather,,,0,0,,,EMERGENCY MANAGER,"Freezing rain caused minor ice accumulations on trees, power lines, bridges and overpasses across portions of the central Virginia Piedmont. A few power outages and accidents were reported.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-14 11:00:00,2002-12-14 15:00:00,Z,NWS forecast zone,33,FRANKLIN,High Wind,,,0,0,3K,,NEWSPAPER,"High winds during the late morning and afternoon downed trees and damaged a barn in Rocky Mount, Franklin County.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,28,FREDERICK / WINCHESTER,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 03:00:00,2002-12-11 10:00:00,Z,NWS forecast zone,62,GOOCHLAND,Winter Weather,,,0,0,,,EMERGENCY MANAGER,"Freezing rain caused minor ice accumulations on trees, power lines, bridges and overpasses across portions of the central Virginia Piedmont. A few power outages and accidents were reported.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 00:00:00,2002-12-11 12:00:00,Z,NWS forecast zone,38,GREENE,Ice Storm,,,0,0,,,TRAINED SPOTTER,"An area of low pressure that tracked across the region on the 11th produced between 1 and 2 inches of rainfall.  Unfortunately while rain was falling during the morning hours, ground temperatures were below freezing across much of Northern Virginia. This caused the rain to freeze on contact with the ground and several locations reported significant ice accumulations. Across the Potomac Highlands, the Northern and Central Shenandoah Valley, the Central Foothills, and the Northern Virginia D.C. suburbs, ice accumulations ranged from 1/4 to ½ inch.  Roads and sidewalks became treacherous and numerous trees and power lines were downed by the heavy ice accumulations.  Around 149,000 customers across the northern half of Virginia lost power as a direct result of the storm.  In Orange, Spotsylvania, and Stafford counties, ice accumulations of a trace to 1/8 of an inch were reported before temperatures rose above freezing by mid-morning.  Icy spots were reported on roads and sidewalks through noon.",
VA-WARNER-EO-38-2002,EO-38,Mark R. Warner,Executive Order 38 (2002) Declaration of a State of Emergency in the Commonwealth of Virginia Due to Severe Ice Conditions.,2002-12-11,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827941405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2002-12-11 03:00:00,2002-12-11 10:00:00,Z,NWS forecast zone,63,HANOVER,Winter Weather,,,0,0,,,EMERGENCY MANAGER,"Freezing rain caused minor ice accumulations on trees, power lines, bridges and overpasses across portions of the central Virginia Piedmont. A few power outages and accidents were reported.",
